Graph,Nodes,Edges,Gamma,Iterations,Modularity,Silhouette,Communities,Duration
Teachers,168,665,0.500000,0,0.008886,0.050947,2,0.0031
Teachers,168,665,1.000000,0,0.008917,0.059717,3,0.0041
Teachers,168,665,1.500000,0,0.024980,0.061531,3,0.0040
Teachers,168,665,2.000000,0,0.023409,0.055159,2,0.0042
Teachers,168,665,2.500000,0,0.346890,0.074503,4,0.0031
